_time,url,scaph_host_power_microwatts
2025-08-04 06:00:01+00:00,http://flux-node3.av.it.pt:8080/metrics,88732473.0
2025-08-04 06:00:01+00:00,http://flux-node4.av.it.pt:8080/metrics,63426249.0
2025-08-04 06:01:00+00:00,http://flux-node5.av.it.pt:8080/metrics,71116124.0
2025-08-04 06:02:02+00:00,http://flux-node3.av.it.pt:8080/metrics,76936837.0
2025-08-04 06:02:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61264158.0
2025-08-04 06:02:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69869521.0
2025-08-04 06:03:02+00:00,http://flux-node3.av.it.pt:8080/metrics,79611793.0
2025-08-04 06:03:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62504040.0
2025-08-04 06:03:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69352224.0
2025-08-04 06:04:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60893436.0
2025-08-04 06:04:03+00:00,http://flux-node3.av.it.pt:8080/metrics,70593122.0
2025-08-04 06:04:03+00:00,http://flux-node5.av.it.pt:8080/metrics,68330565.0
2025-08-04 06:05:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61681936.0
2025-08-04 06:05:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68509121.0
2025-08-04 06:05:02+00:00,http://flux-node3.av.it.pt:8080/metrics,71334172.0
2025-08-04 06:06:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68924645.0
2025-08-04 06:06:02+00:00,http://flux-node3.av.it.pt:8080/metrics,68482567.0
2025-08-04 06:06:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61247268.0
2025-08-04 06:07:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68377883.0
2025-08-04 06:07:02+00:00,http://flux-node3.av.it.pt:8080/metrics,69597223.0
2025-08-04 06:07:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61372460.0
2025-08-04 06:08:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71690979.0
2025-08-04 06:08:02+00:00,http://flux-node3.av.it.pt:8080/metrics,69714826.0
2025-08-04 06:08:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61313092.0
2025-08-04 06:09:01+00:00,http://flux-node4.av.it.pt:8080/metrics,62752959.0
2025-08-04 06:09:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70522712.0
2025-08-04 06:09:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72899914.0
2025-08-04 06:10:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62376866.0
2025-08-04 06:10:02+00:00,http://flux-node3.av.it.pt:8080/metrics,77096325.0
2025-08-04 06:10:03+00:00,http://flux-node5.av.it.pt:8080/metrics,71370842.0
2025-08-04 06:11:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61140680.0
2025-08-04 06:11:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70483058.0
2025-08-04 06:11:02+00:00,http://flux-node3.av.it.pt:8080/metrics,80933581.0
2025-08-04 06:12:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61483519.0
2025-08-04 06:12:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68082047.0
2025-08-04 06:12:02+00:00,http://flux-node3.av.it.pt:8080/metrics,76022602.0
2025-08-04 06:13:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60851245.0
2025-08-04 06:13:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68024932.0
2025-08-04 06:13:02+00:00,http://flux-node3.av.it.pt:8080/metrics,78342760.0
2025-08-04 06:14:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69250626.0
2025-08-04 06:14:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72604619.0
2025-08-04 06:14:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62418445.0
2025-08-04 06:15:02+00:00,http://flux-node3.av.it.pt:8080/metrics,71672254.0
2025-08-04 06:16:00+00:00,http://flux-node4.av.it.pt:8080/metrics,61256250.0
2025-08-04 06:16:00+00:00,http://flux-node5.av.it.pt:8080/metrics,68810055.0
2025-08-04 06:17:02+00:00,http://flux-node3.av.it.pt:8080/metrics,83940648.0
2025-08-04 06:17:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61486644.0
2025-08-04 06:17:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70267176.0
2025-08-04 06:18:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62299875.0
2025-08-04 06:18:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71155688.0
2025-08-04 06:18:03+00:00,http://flux-node3.av.it.pt:8080/metrics,78554275.0
2025-08-04 06:19:02+00:00,http://flux-node4.av.it.pt:8080/metrics,63067232.0
2025-08-04 06:19:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71070975.0
2025-08-04 06:19:02+00:00,http://flux-node3.av.it.pt:8080/metrics,74212362.0
2025-08-04 06:20:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70018302.0
2025-08-04 06:20:02+00:00,http://flux-node3.av.it.pt:8080/metrics,76962897.0
2025-08-04 06:20:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60917670.0
2025-08-04 06:21:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67411705.0
2025-08-04 06:21:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72896084.0
2025-08-04 06:21:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61544356.0
2025-08-04 06:22:01+00:00,http://flux-node5.av.it.pt:8080/metrics,71794910.0
2025-08-04 06:22:02+00:00,http://flux-node3.av.it.pt:8080/metrics,80001150.0
2025-08-04 06:22:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61205134.0
2025-08-04 06:23:02+00:00,http://flux-node5.av.it.pt:8080/metrics,73070230.0
2025-08-04 06:23:02+00:00,http://flux-node3.av.it.pt:8080/metrics,89726304.0
2025-08-04 06:23:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60894934.0
2025-08-04 06:24:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62057693.0
2025-08-04 06:24:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69892764.0
2025-08-04 06:25:01+00:00,http://flux-node3.av.it.pt:8080/metrics,90991877.0
2025-08-04 06:25:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61666910.0
2025-08-04 06:25:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69670581.0
2025-08-04 06:26:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61547624.0
2025-08-04 06:26:02+00:00,http://flux-node5.av.it.pt:8080/metrics,73313036.0
2025-08-04 06:26:02+00:00,http://flux-node3.av.it.pt:8080/metrics,92201471.0
2025-08-04 06:27:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61495105.0
2025-08-04 06:27:02+00:00,http://flux-node5.av.it.pt:8080/metrics,73220332.0
2025-08-04 06:27:03+00:00,http://flux-node3.av.it.pt:8080/metrics,84318162.0
2025-08-04 06:28:02+00:00,http://flux-node3.av.it.pt:8080/metrics,89600404.0
2025-08-04 06:28:02+00:00,http://flux-node5.av.it.pt:8080/metrics,73951728.0
2025-08-04 06:28:03+00:00,http://flux-node4.av.it.pt:8080/metrics,60658370.0
2025-08-04 06:29:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62350010.0
2025-08-04 06:29:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71339522.0
2025-08-04 06:29:03+00:00,http://flux-node3.av.it.pt:8080/metrics,84164520.0
2025-08-04 06:30:02+00:00,http://flux-node3.av.it.pt:8080/metrics,90564017.0
2025-08-04 06:30:02+00:00,http://flux-node4.av.it.pt:8080/metrics,64562218.0
2025-08-04 06:30:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68944995.0
2025-08-04 06:32:02+00:00,http://flux-node3.av.it.pt:8080/metrics,93329669.0
2025-08-04 06:32:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62075528.0
2025-08-04 06:32:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67290142.0
2025-08-04 06:33:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62988320.0
2025-08-04 06:33:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67499827.0
2025-08-04 06:33:02+00:00,http://flux-node3.av.it.pt:8080/metrics,87912893.0
2025-08-04 06:34:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69068946.0
2025-08-04 06:34:02+00:00,http://flux-node3.av.it.pt:8080/metrics,88224364.0
2025-08-04 06:34:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62117392.0
2025-08-04 06:35:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69665540.0
2025-08-04 06:35:02+00:00,http://flux-node3.av.it.pt:8080/metrics,80008883.0
2025-08-04 06:35:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61387701.0
2025-08-04 06:36:02+00:00,http://flux-node3.av.it.pt:8080/metrics,83842367.0
2025-08-04 06:36:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62223352.0
2025-08-04 06:36:03+00:00,http://flux-node5.av.it.pt:8080/metrics,70640620.0
2025-08-04 06:37:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70243373.0
2025-08-04 06:37:03+00:00,http://flux-node4.av.it.pt:8080/metrics,61208360.0
2025-08-04 06:37:03+00:00,http://flux-node3.av.it.pt:8080/metrics,85312668.0
2025-08-04 06:38:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60819261.0
2025-08-04 06:38:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67099361.0
2025-08-04 06:38:02+00:00,http://flux-node3.av.it.pt:8080/metrics,76080908.0
2025-08-04 06:39:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61809899.0
2025-08-04 06:39:02+00:00,http://flux-node5.av.it.pt:8080/metrics,66847780.0
2025-08-04 06:39:02+00:00,http://flux-node3.av.it.pt:8080/metrics,81260255.0
2025-08-04 06:40:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60826515.0
2025-08-04 06:40:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67522509.0
2025-08-04 06:40:02+00:00,http://flux-node3.av.it.pt:8080/metrics,75762859.0
2025-08-04 06:41:01+00:00,http://flux-node4.av.it.pt:8080/metrics,60551198.0
2025-08-04 06:41:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68374107.0
2025-08-04 06:41:02+00:00,http://flux-node3.av.it.pt:8080/metrics,80892456.0
2025-08-04 06:42:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69609682.0
2025-08-04 06:42:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72792218.0
2025-08-04 06:42:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60438988.0
2025-08-04 06:43:02+00:00,http://flux-node3.av.it.pt:8080/metrics,70156193.0
2025-08-04 06:43:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61386132.0
2025-08-04 06:43:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70044459.0
2025-08-04 06:44:02+00:00,http://flux-node3.av.it.pt:8080/metrics,69475240.0
2025-08-04 06:44:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60853259.0
2025-08-04 06:44:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69558781.0
2025-08-04 06:45:01+00:00,http://flux-node3.av.it.pt:8080/metrics,67632841.0
2025-08-04 06:46:00+00:00,http://flux-node4.av.it.pt:8080/metrics,60856757.0
2025-08-04 06:46:01+00:00,http://flux-node5.av.it.pt:8080/metrics,69497689.0
2025-08-04 06:47:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72373733.0
2025-08-04 06:47:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61226120.0
2025-08-04 06:48:01+00:00,http://flux-node4.av.it.pt:8080/metrics,62082315.0
2025-08-04 06:48:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68351419.0
2025-08-04 06:48:03+00:00,http://flux-node3.av.it.pt:8080/metrics,72610425.0
2025-08-04 06:49:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68132447.0
2025-08-04 06:49:02+00:00,http://flux-node3.av.it.pt:8080/metrics,76664419.0
2025-08-04 06:49:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61192267.0
2025-08-04 06:50:01+00:00,http://flux-node5.av.it.pt:8080/metrics,67357934.0
2025-08-04 06:50:02+00:00,http://flux-node3.av.it.pt:8080/metrics,78639141.0
2025-08-04 06:50:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60578465.0
2025-08-04 06:51:01+00:00,http://flux-node5.av.it.pt:8080/metrics,67787768.0
2025-08-04 06:51:02+00:00,http://flux-node3.av.it.pt:8080/metrics,82326202.0
2025-08-04 06:51:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60695074.0
2025-08-04 06:52:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61409455.0
2025-08-04 06:52:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70961070.0
2025-08-04 06:52:02+00:00,http://flux-node3.av.it.pt:8080/metrics,74498309.0
2025-08-04 06:53:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61189222.0
2025-08-04 06:53:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71835467.0
2025-08-04 06:53:02+00:00,http://flux-node3.av.it.pt:8080/metrics,74931991.0
2025-08-04 06:54:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62052032.0
2025-08-04 06:54:02+00:00,http://flux-node5.av.it.pt:8080/metrics,72977028.0
2025-08-04 06:54:02+00:00,http://flux-node3.av.it.pt:8080/metrics,75859673.0
2025-08-04 06:55:02+00:00,http://flux-node5.av.it.pt:8080/metrics,72809942.0
2025-08-04 06:55:02+00:00,http://flux-node3.av.it.pt:8080/metrics,73480406.0
2025-08-04 06:55:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61938427.0
2025-08-04 06:56:02+00:00,http://flux-node3.av.it.pt:8080/metrics,83415010.0
2025-08-04 06:56:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68672029.0
2025-08-04 06:56:03+00:00,http://flux-node4.av.it.pt:8080/metrics,61102707.0
2025-08-04 06:57:02+00:00,http://flux-node3.av.it.pt:8080/metrics,90024130.0
2025-08-04 06:57:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60560137.0
2025-08-04 06:57:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68428261.0
2025-08-04 06:58:01+00:00,http://flux-node3.av.it.pt:8080/metrics,85582278.0
2025-08-04 06:58:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69368247.0
2025-08-04 06:58:03+00:00,http://flux-node4.av.it.pt:8080/metrics,60683909.0
2025-08-04 06:59:02+00:00,http://flux-node3.av.it.pt:8080/metrics,87654112.0
2025-08-04 06:59:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60838414.0
2025-08-04 06:59:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69191933.0
2025-08-04 07:00:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62236675.0
2025-08-04 07:00:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69831332.0
2025-08-04 07:00:02+00:00,http://flux-node3.av.it.pt:8080/metrics,91141804.0
2025-08-04 07:02:02+00:00,http://flux-node3.av.it.pt:8080/metrics,71429238.0
2025-08-04 07:02:03+00:00,http://flux-node5.av.it.pt:8080/metrics,69928678.0
2025-08-04 07:02:03+00:00,http://flux-node4.av.it.pt:8080/metrics,67184779.0
2025-08-04 07:03:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69323984.0
2025-08-04 07:03:02+00:00,http://flux-node3.av.it.pt:8080/metrics,81107685.0
2025-08-04 07:03:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61844116.0
2025-08-04 07:04:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69302552.0
2025-08-04 07:04:02+00:00,http://flux-node3.av.it.pt:8080/metrics,82992551.0
2025-08-04 07:04:03+00:00,http://flux-node4.av.it.pt:8080/metrics,60802799.0
2025-08-04 07:05:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61409255.0
2025-08-04 07:05:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68538745.0
2025-08-04 07:05:02+00:00,http://flux-node3.av.it.pt:8080/metrics,91566293.0
2025-08-04 07:06:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61736114.0
2025-08-04 07:06:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69015487.0
2025-08-04 07:06:02+00:00,http://flux-node3.av.it.pt:8080/metrics,93810804.0
2025-08-04 07:07:01+00:00,http://flux-node5.av.it.pt:8080/metrics,68348663.0
2025-08-04 07:07:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61849846.0
2025-08-04 07:07:02+00:00,http://flux-node3.av.it.pt:8080/metrics,75654418.0
2025-08-04 07:08:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62031480.0
2025-08-04 07:08:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68196157.0
2025-08-04 07:08:02+00:00,http://flux-node3.av.it.pt:8080/metrics,77528331.0
2025-08-04 07:09:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71637399.0
2025-08-04 07:09:02+00:00,http://flux-node3.av.it.pt:8080/metrics,77108003.0
2025-08-04 07:09:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62279017.0
2025-08-04 07:10:02+00:00,http://flux-node3.av.it.pt:8080/metrics,71097953.0
2025-08-04 07:10:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61159965.0
2025-08-04 07:10:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70605693.0
2025-08-04 07:11:01+00:00,http://flux-node3.av.it.pt:8080/metrics,68806130.0
2025-08-04 07:11:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62542260.0
2025-08-04 07:11:02+00:00,http://flux-node5.av.it.pt:8080/metrics,72292823.0
2025-08-04 07:12:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60636265.0
2025-08-04 07:12:02+00:00,http://flux-node5.av.it.pt:8080/metrics,71052936.0
2025-08-04 07:12:02+00:00,http://flux-node3.av.it.pt:8080/metrics,70759741.0
2025-08-04 07:13:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67861204.0
2025-08-04 07:13:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61595006.0
2025-08-04 07:14:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67512697.0
2025-08-04 07:14:02+00:00,http://flux-node3.av.it.pt:8080/metrics,77775746.0
2025-08-04 07:14:03+00:00,http://flux-node4.av.it.pt:8080/metrics,61932240.0
2025-08-04 07:15:02+00:00,http://flux-node3.av.it.pt:8080/metrics,76721621.0
2025-08-04 07:16:00+00:00,http://flux-node5.av.it.pt:8080/metrics,67315338.0
2025-08-04 07:16:00+00:00,http://flux-node4.av.it.pt:8080/metrics,61298197.0
2025-08-04 07:17:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67417810.0
2025-08-04 07:17:02+00:00,http://flux-node3.av.it.pt:8080/metrics,75617231.0
2025-08-04 07:17:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60754988.0
2025-08-04 07:18:02+00:00,http://flux-node3.av.it.pt:8080/metrics,75760118.0
2025-08-04 07:18:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61693643.0
2025-08-04 07:18:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70605337.0
2025-08-04 07:19:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61151906.0
2025-08-04 07:19:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69735528.0
2025-08-04 07:19:02+00:00,http://flux-node3.av.it.pt:8080/metrics,78476311.0
2025-08-04 07:20:02+00:00,http://flux-node5.av.it.pt:8080/metrics,72101682.0
2025-08-04 07:20:02+00:00,http://flux-node3.av.it.pt:8080/metrics,79385274.0
2025-08-04 07:20:03+00:00,http://flux-node4.av.it.pt:8080/metrics,61934874.0
2025-08-04 07:21:01+00:00,http://flux-node4.av.it.pt:8080/metrics,61523627.0
2025-08-04 07:21:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70726672.0
2025-08-04 07:21:02+00:00,http://flux-node3.av.it.pt:8080/metrics,97838274.0
2025-08-04 07:22:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61576227.0
2025-08-04 07:22:02+00:00,http://flux-node3.av.it.pt:8080/metrics,78204000.0
2025-08-04 07:22:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69631843.0
2025-08-04 07:23:02+00:00,http://flux-node3.av.it.pt:8080/metrics,88236289.0
2025-08-04 07:23:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60645598.0
2025-08-04 07:23:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68083981.0
2025-08-04 07:24:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60385729.0
2025-08-04 07:24:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72487932.0
2025-08-04 07:24:03+00:00,http://flux-node5.av.it.pt:8080/metrics,67664059.0
2025-08-04 07:25:02+00:00,http://flux-node3.av.it.pt:8080/metrics,79064391.0
2025-08-04 07:25:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61270420.0
2025-08-04 07:25:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68135779.0
2025-08-04 07:26:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61017437.0
2025-08-04 07:26:02+00:00,http://flux-node5.av.it.pt:8080/metrics,73840474.0
2025-08-04 07:26:02+00:00,http://flux-node3.av.it.pt:8080/metrics,85905553.0
2025-08-04 07:27:02+00:00,http://flux-node3.av.it.pt:8080/metrics,72867991.0
2025-08-04 07:27:02+00:00,http://flux-node5.av.it.pt:8080/metrics,74953150.0
2025-08-04 07:27:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61990186.0
2025-08-04 07:28:02+00:00,http://flux-node3.av.it.pt:8080/metrics,86975120.0
2025-08-04 07:28:02+00:00,http://flux-node5.av.it.pt:8080/metrics,72022531.0
2025-08-04 07:28:03+00:00,http://flux-node4.av.it.pt:8080/metrics,61854898.0
2025-08-04 07:29:02+00:00,http://flux-node3.av.it.pt:8080/metrics,78697759.0
2025-08-04 07:29:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69843585.0
2025-08-04 07:29:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62101025.0
2025-08-04 07:30:01+00:00,http://flux-node4.av.it.pt:8080/metrics,62205716.0
2025-08-04 07:31:00+00:00,http://flux-node3.av.it.pt:8080/metrics,80606877.0
2025-08-04 07:31:01+00:00,http://flux-node5.av.it.pt:8080/metrics,68850728.0
2025-08-04 07:32:01+00:00,http://flux-node5.av.it.pt:8080/metrics,67642449.0
2025-08-04 07:32:02+00:00,http://flux-node3.av.it.pt:8080/metrics,88774302.0
2025-08-04 07:32:02+00:00,http://flux-node4.av.it.pt:8080/metrics,61828506.0
2025-08-04 07:33:02+00:00,http://flux-node4.av.it.pt:8080/metrics,66674698.0
2025-08-04 07:33:02+00:00,http://flux-node3.av.it.pt:8080/metrics,78518081.0
2025-08-04 07:33:02+00:00,http://flux-node5.av.it.pt:8080/metrics,68477551.0
2025-08-04 07:34:02+00:00,http://flux-node3.av.it.pt:8080/metrics,81193958.0
2025-08-04 07:34:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62454259.0
2025-08-04 07:34:02+00:00,http://flux-node5.av.it.pt:8080/metrics,67279821.0
2025-08-04 07:35:02+00:00,http://flux-node3.av.it.pt:8080/metrics,75331908.0
2025-08-04 07:35:03+00:00,http://flux-node5.av.it.pt:8080/metrics,68842009.0
2025-08-04 07:36:02+00:00,http://flux-node4.av.it.pt:8080/metrics,60872585.0
2025-08-04 07:36:02+00:00,http://flux-node3.av.it.pt:8080/metrics,70481620.0
2025-08-04 07:36:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70383265.0
2025-08-04 07:37:02+00:00,http://flux-node4.av.it.pt:8080/metrics,62045570.0
2025-08-04 07:37:02+00:00,http://flux-node3.av.it.pt:8080/metrics,74054537.0
2025-08-04 07:37:02+00:00,http://flux-node5.av.it.pt:8080/metrics,70226199.0
2025-08-04 07:38:02+00:00,http://flux-node5.av.it.pt:8080/metrics,69667735.0
2025-08-04 07:38:02+00:00,http://flux-node3.av.it.pt:8080/metrics,68260322.0
2025-08-04 07:38:03+00:00,http://flux-node4.av.it.pt:8080/metrics,61478973.0
